timestamp,gdp_quart,gdp_quart_growth,cpi,ppi,gdp_deflator,balance_trade,balance_trade_growth,us/eur_rub,brent,net_capital_export,gdp_annual,gdp_annual_growth,average_provision_of_build_contract,average_provision_of_build_contract_moscow,rts,micex,micex_rgbi_tr,micex_cbi_tr,deposits_growth,deposits_rate,mortgage_value,mortgage_growth,mortgage_rate,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,retail_trade_turnover_growth,unemployment,employment,invest_fixed_capital_per_cap,profitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_tural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,gas_share,electric_stove_share,average_life_exp,infant_mortarity_per_1000_cap,perital_mort_per_1000_cap,incidence_population,rent_price_4.room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm
41282,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.3158,111.94,-0.186334838,66926.9,0.035178674,5.91,5.96,1576.1,1514.82,137.82,236.08,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41283,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.3389,111.76,-0.186334838,66926.9,0.035178674,5.91,5.96,1568.59,1516.01,138.55,236.08,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41284,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.2356,111.89,-0.186334838,66926.9,0.035178674,5.91,5.96,1572,1507.16,139.82,239.41,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41285,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.3343,110.64,-0.186334838,66926.9,0.035178674,5.91,5.96,1571.73,1510.84,139.53,241.12,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41286,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.3343,110.64,-0.186334838,66926.9,0.035178674,5.91,5.96,1571.73,1510.84,139.53,241.12,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41287,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.3343,110.64,-0.186334838,66926.9,0.035178674,5.91,5.96,1571.73,1510.84,139.53,241.12,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41288,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.249,111.88,-0.186334838,66926.9,0.035178674,5.91,5.96,1590.21,1528.48,139.57,225.32,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41289,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.267,110.3,-0.186334838,66926.9,0.035178674,5.91,5.96,1576.54,1515.25,139.46,225.41,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41290,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.2958,110.61,-0.186334838,66926.9,0.035178674,5.91,5.96,1571.15,1514.86,139.08,225.63,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41291,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.2297,111.1,-0.186334838,66926.9,0.035178674,5.91,5.96,1585.44,1523.74,138.86,225.76,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41292,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.2759,111.89,-0.186334838,66926.9,0.035178674,5.91,5.96,1603.5,1540.55,139.19,225.88,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41293,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.2759,111.89,-0.186334838,66926.9,0.035178674,5.91,5.96,1603.5,1540.55,139.19,225.88,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41294,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.2759,111.89,-0.186334838,66926.9,0.035178674,5.91,5.96,1603.5,1540.55,139.19,225.88,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41295,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.2657,111.71,-0.186334838,66926.9,0.035178674,5.91,5.96,1600.13,1537.66,139.03,226.01,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41296,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.243,112.42,-0.186334838,66926.9,0.035178674,5.91,5.96,1589.02,1525.36,139.09,226.13,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41297,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.1831,112.8,-0.186334838,66926.9,0.035178674,5.91,5.96,1605.36,1537.49,139.17,226.32,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41298,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.0531,113.28,-0.186334838,66926.9,0.035178674,5.91,5.96,1604.65,1533.77,139.27,226.64,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41299,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.0364,113.28,-0.186334838,66926.9,0.035178674,5.91,5.96,1618.84,1544.02,139.66,226.7,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41300,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.0364,113.28,-0.186334838,66926.9,0.035178674,5.91,5.96,1618.84,1544.02,139.66,226.7,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41301,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.0364,113.28,-0.186334838,66926.9,0.035178674,5.91,5.96,1618.84,1544.02,139.66,226.7,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41302,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.1898,113.48,-0.186334838,66926.9,0.035178674,5.91,5.96,1635.5,1562.93,139.65,226.93,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41303,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.0457,114.36,-0.186334838,66926.9,0.035178674,5.91,5.96,1623.87,1549.75,139.54,227.11,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41304,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.0337,114.9,-0.186334838,66926.9,0.035178674,5.91,5.96,1618.77,1543.43,139.52,227.27,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41305,18410.7,2,381.2,468.3,108.299,17.851,8.1,30.0056,115.55,-0.186334838,66926.9,0.035178674,5.91,5.96,1622.13,1546.76,139.22,227.26,0.06080055,6.1,1017316,0.458691142,12.67,11814.8974,0.107625465,39108.3,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,152.51,82.27,69.46,52.41,45.2,40.25,32.84,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41306,18410.7,2,384.9,466.2,108.299,19.183,8.1,29.8546,116.76,-0.121335654,66926.9,0.035178674,5.91,5.96,1628.31,1547.22,139.17,227.26,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41307,18410.7,2,384.9,466.2,108.299,19.183,8.1,29.8546,116.76,-0.121335654,66926.9,0.035178674,5.91,5.96,1628.31,1547.22,139.17,227.26,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41308,18410.7,2,384.9,466.2,108.299,19.183,8.1,29.8546,116.76,-0.121335654,66926.9,0.035178674,5.91,5.96,1628.31,1547.22,139.17,227.26,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41309,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.0573,115.6,-0.121335654,66926.9,0.035178674,5.91,5.96,1612.52,1535.35,139.06,230.03,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41310,18410.7,2,384.9,466.2,108.299,19.183,8.1,29.9601,116.52,-0.121335654,66926.9,0.035178674,5.91,5.96,1614.09,1540.36,138.87,232.17,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41311,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.0848,116.73,-0.121335654,66926.9,0.035178674,5.91,5.96,1602.99,1530.38,139.09,232.17,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41312,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.2308,117.24,-0.121335654,66926.9,0.035178674,5.91,5.96,1595.36,1525.88,139.05,233.7,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41313,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.1498,118.9,-0.121335654,66926.9,0.035178674,5.91,5.96,1590.13,1519.91,139.2,236.13,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41314,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.1498,118.9,-0.121335654,66926.9,0.035178674,5.91,5.96,1590.13,1519.91,139.2,237.7,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41315,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.1498,118.9,-0.121335654,66926.9,0.035178674,5.91,5.96,1590.13,1519.91,139.2,239.42,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41316,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.1723,118.13,-0.121335654,66926.9,0.035178674,5.91,5.96,1581.95,1515.89,139.27,239.42,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41317,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.0502,118.66,-0.121335654,66926.9,0.035178674,5.91,5.96,1582.35,1512.03,139.17,241.92,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41318,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.056,118.72,-0.121335654,66926.9,0.035178674,5.91,5.96,1612.65,1537.93,139.22,227.96,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41319,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.1118,118,-0.121335654,66926.9,0.035178674,5.91,5.96,1588.31,1519.22,139.15,228.05,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
41320,18410.7,2,384.9,466.2,108.299,19.183,8.1,30.1185,117.66,-0.121335654,66926.9,0.035178674,5.91,5.96,1577.26,1508.17,139.1,228.11,-0.012755976,6.2,51472,0.333264259,12.69,11814.8974,0.107625465,51394.4,0.054,55485.2,0.136283954,103.5,0.017,0.718,117328.6496,0.685,0.969793753,84183,198.0047076,8,3.8,674276.8,107.1,1.7,9,10.7,11.3,9.6,233,19.24347539,98.8,43.6,54.5,76.37,7.6,8.82,684.2,132.42,89.46,68.5,52.57,47.9,0.1,32.62,863.3947939,4,1437.739554,100,65.2,97.9,8846.956102,121.1,772,293,627,0.43939,1440,329348,26.7,76.2,46352,226047.3
