sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995
Poselenie Kokoshkino,8034501.262,12061,0.176713735,0.014580716,763,0,0,760,0,0,0,1321.845238,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7538,3709,3830,0.13473178011773485,0.06964596633778293,0.06508581377995191,0.6474587513473178,0.3617444656330321,0.2857142857142857,0.21780946853494734,0.060608573086808726,0.15720089544813862,763,394,370,760,395,365,1821,940,881,1880,1151,729,1429,741,688,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Poselenie Moskovskij,40366999.51,21819,0.492839845,0.075778755,1497,0,0,1437,0,0,0,1321.845238,0,0,3,3,0,0,2,3,0,0,0,0,0,0,0,0,7341,3445,3898,0.1433612906182685,0.07415555250011457,0.0692057381181539,0.6414592786103854,0.3388789587057152,0.3025803199046702,0.21517943077134608,0.061001879096200556,0.1542233832897933,1497,777,721,1437,741,697,3523,1830,1694,1566,840,727,2756,1423,1333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Poselenie Pervomajskoe,118663840.1,7538,0.551882581,0.014072961,477,0,0,475,0,0,0,1321.845238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5740,2824,2917,0.13478376227115946,0.06964712125232157,0.06513664101883788,0.6473865746882462,0.3617670469620589,0.2857521889095251,0.2178296630405943,0.060626160785354204,0.15720350225524013,477,246,231,475,247,228,1138,588,551,1432,877,556,893,463,430,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Poselenie Shherbinka,7878765.472999999,32241,0.05707006,0.21140121399999998,2041,0,0,1892,0,0,0,1321.845238,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,39873,18306,21567,0.1304860271083403,0.0672435718495084,0.06324245525883192,0.6341304550107006,0.3253621165596601,0.3087683384510406,0.23538351788095901,0.06482429205049471,0.17055922583046432,2041,1065,976,1892,953,939,4724,2441,2283,7467,3649,3818,3681,1894,1787,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Poselenie Desjonovskoe,52995275.39,13890,0.34993529100000004,0.011654127,953,0,0,915,0,0,0,1321.845238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21819,10343,11477,0.1433405327573794,0.07415406767458603,0.06925845932325414,0.6414686825053996,0.3388768898488121,0.3025917926565875,0.21519078473722103,0.06097912167026638,0.15421166306695464,953,495,459,915,472,444,2243,1165,1078,4923,2754,2169,1755,906,849,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Filimonkovskoe,35747947.91,2546,0.548991609,0.034656082000000005,175,0,0,168,0,0,0,1321.845238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942,1381,1562,0.14336213668499606,0.07423409269442262,0.06952081696779261,0.6413982717989002,0.3389630793401414,0.302827965435978,0.2152395915161037,0.061272584446190104,0.15435978004713274,175,91,85,168,87,82,411,214,198,628,337,292,322,166,156,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Klenovskoe,119986402.6,2942,0.504145294,0.002141442,206,0,0,203,0,0,0,1321.845238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4199,1972,2229,0.14819850441876276,0.07579877634262407,0.07239972807613868,0.6227056424201224,0.3300475866757308,0.2926580557443916,0.2290958531611149,0.06356220258327669,0.16587355540448676,206,106,100,203,103,101,486,249,237,896,481,416,385,197,188,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Krasnopahorskoe,86999406.49,4199,0.501648042,0.01405792,294,0,0,290,0,0,0,1321.845238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12061,5934,6127,0.1481305072636342,0.07573231721838533,0.07239819004524888,0.6227673255537033,0.33031674208144796,0.2926887354131936,0.22910216718266255,0.06358656823053108,0.1657537508930698,294,152,143,290,147,144,693,355,339,3009,1842,1167,549,281,268,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Mihajlovo-Jarcevskoe,64556172.19,4949,0.58617507,0.0058192059999999995,346,0,0,342,0,0,0,1321.845238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8227,3861,4368,0.14811072944029097,0.07577288341079005,0.07253990705192968,0.6227520711254799,0.3301677106486159,0.29258436047686404,0.22913719943422914,0.06344716104263487,0.16569003839159427,346,179,168,342,173,169,817,418,399,1756,941,815,647,331,316,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Mosrentgen,6497944.995,17236,0.206009214,0.386771659,1183,0,0,1135,0,0,0,1321.845238,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2693,1264,1430,0.1433627291715015,0.07414713390577861,0.0692155952657229,0.6414481318171269,0.338883731724298,0.302564400092829,0.21518913901137154,0.0609770248317475,0.15421211417962405,1183,614,569,1135,585,550,2783,1445,1338,575,308,267,2177,1125,1053,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Novofedorovskoe,148701635.4,6161,0.670839782,0.005767451,390,0,0,388,0,0,0,1321.845238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8384,4125,4260,0.13471838987177406,0.06979386463236488,0.06508683655250772,0.6474598279500081,0.36179191689660767,0.28566791105340045,0.21782178217821782,0.06070443109884759,0.15727966239246877,390,201,189,388,202,187,930,480,450,2092,1281,811,730,379,352,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Rjazanovskoe,41335397.7,17790,0.09819926699999999,0.051815435,1244,0,0,1227,0,0,0,1321.845238,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7122,3378,3747,0.1480044969083755,0.07566048341765036,0.07240022484541878,0.6228780213603148,0.33024170882518267,0.29269252388982575,0.22911748173130972,0.06346261944912872,0.16571107363687465,1244,641,603,1227,621,607,2935,1502,1434,1607,899,708,2325,1190,1136,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Rogovskoe,176246410.0,2693,0.64957764,0.004949358,189,0,0,186,0,0,0,1321.845238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6161,3033,3130,0.14816190122539918,0.07575194949870033,0.07240995172669885,0.62272558484961,0.33011511325659115,0.29261047159301895,0.2291125139249907,0.06349795766802822,0.16598588934274044,189,97,92,186,94,92,445,228,217,1537,941,596,352,181,172,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Shhapovskoe,88709238.57,7341,0.482783339,0.012521633999999999,514,0,0,507,0,0,0,1321.845238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2546,1208,1341,0.14807246969077784,0.07560277891295464,0.07246969077782318,0.6228034327748263,0.3302002451982019,0.292739408799891,0.22912409753439586,0.06347909004222858,0.16578122871543385,514,265,249,507,256,251,1211,620,592,575,322,253,960,491,469,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,0,0,629,0,0,0,1321.845238,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13890,6584,7307,0.14341044698000627,0.07421752329111274,0.06919292368889354,0.6413692033916047,0.33884643567465716,0.3025227677169476,0.21522034962838898,0.061027949335287345,0.15419240029310163,656,340,316,629,325,305,1542,801,742,3134,1753,1381,1207,623,584,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Vnukovskoe,25536296.81,4001,0.496315283,0.0071223169999999995,275,0,0,264,0,0,0,1321.845238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17790,8350,9443,0.14346413396650837,0.07423144213946513,0.06923269182704324,0.6413396650837291,0.33891527118220444,0.3026743314171457,0.21519620094976255,0.06098475381154711,0.15421144713821544,275,143,133,264,136,128,646,336,311,3796,2035,1762,506,261,245,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Voronovskoe,206071809.2,8227,0.641939385,0.01131981,576,0,0,568,0,0,0,1321.845238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17236,8170,9066,0.1480491066002188,0.07560471617843685,0.07244439042178194,0.6228272760422997,0.3302540415704388,0.2926947854625015,0.22912361735748146,0.06344961711437948,0.16579555123374257,576,297,279,568,287,281,1358,695,663,3889,2176,1714,1076,551,526,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Poselenie Voskresenskoe,21494094.8,7122,0.262459141,0.017647053,489,0,0,469,0,0,0,1321.845238,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9553,4529,5024,0.14335860713282786,0.07427688851446224,0.06922212861555743,0.6413928671721426,0.33894973322100536,0.30258354394832915,0.21524852569502947,0.061078348778433024,0.15431058691378827,489,254,236,469,242,228,1150,597,553,2155,1206,950,900,465,435,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
